threat_id,timestamp,source_ip,destination_ip,attack_type,detection_method,confidence,severity,affected_system,response_priority,status
TID-20260413 - 0464,2026-04-13 17:45:31,10.10.10.50,10.0.0.2,Network Reconnaissance / Port Scan,AI -Logistic Regression,0.9857,High,Database Server,P1 - Immediate,Open
TID-20260413 - 0465,2026-04-13 17:45:38,192.0.2.200,10.0.0.5,Brute Force / Credential Attack,AI -Logistic Regression,0.9995,High,Database Server,P1 - Immediate,Open
TID-20260413 - 0466,2026-04-13 17:45:40,192.168.1.45,10.0.0.1,Brute Force / Credential Attack,AI -Logistic Regression,1.0,High,Network Gateway,P1 - Immediate,Open
TID-20260413 - 0467,2026-04-13 17:45:46,203.0.113.42,192.168.0.1,Brute Force / Credential Attack,AI -Logistic Regression,1.0,High,Admin Workstation,P1 - Immediate,Open
TID-20260413 - 0468,2026-04-13 17:45:47,172.16.0.5,172.16.1.1,Brute Force / Credential Attack,AI -Logistic Regression,1.0,High,Authentication Server,P1 - Immediate,Open
TID-20260413 - 0469,2026-04-13 17:45:49,172.31.255.1,172.16.1.1,Brute Force / Credential Attack,AI -Logistic Regression,1.0,High,Web Server,P1 - Immediate,Open
TID-20260413 - 0470,2026-04-13 17:45:50,192.168.1.45,10.0.0.5,Brute Force / Credential Attack,AI -Logistic Regression,0.9997,High,Web Server,P1 - Immediate,Open
TID-20260413 - 0471,2026-04-13 17:45:57,192.0.2.200,10.0.0.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9999,High,Network Gateway,P1 - Immediate,Open
TID-20260413 - 0472,2026-04-13 17:45:58,198.51.100.7,192.168.0.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9995,High,Database Server,P1 - Immediate,Open
TID-20260413 - 0473,2026-04-13 17:46:00,10.0.0.88,10.0.0.2,Brute Force / Credential Attack,AI -Logistic Regression,0.9943,High,Database Server,P1 - Immediate,Open
TID-20260413 - 0474,2026-04-13 17:46:01,192.168.1.10,10.0.0.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9996,High,Admin Workstation,P1 - Immediate,Open
TID-20260413 - 0475,2026-04-13 17:46:04,172.31.255.1,192.168.0.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9998,High,Database Server,P1 - Immediate,Open
TID-20260413 - 0476,2026-04-13 17:46:06,10.10.10.50,172.16.1.1,DoS / DDoS Attack,AI -Logistic Regression,0.9982,High,Admin Workstation,P1 - Immediate,Open
TID-20260413 - 0477,2026-04-13 17:46:13,172.31.255.1,172.16.1.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9995,High,Authentication Server,P1 - Immediate,Open
TID-20260413 - 0478,2026-04-13 17:46:16,192.168.2.101,192.168.0.1,Advanced Persistent Threat (APT),AI -Logistic Regression,0.9967,High,File Server,P1 - Immediate,Open
TID-20260413 - 0479,2026-04-13 17:46:21,172.31.255.1,10.0.0.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9999,High,Network Gateway,P1 - Immediate,Open
TID-20260413 - 0480,2026-04-13 17:46:27,192.168.1.10,10.0.0.2,Network Reconnaissance / Port Scan,AI -Logistic Regression,0.9998,High,Network Gateway,P1 - Immediate,Open
TID-20260413 - 0481,2026-04-13 17:46:28,192.168.2.101,192.168.0.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9998,High,Database Server,P1 - Immediate,Open
TID-20260413 - 0482,2026-04-13 17:46:34,192.0.2.200,192.168.0.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9981,High,Admin Workstation,P1 - Immediate,Open
TID-20260413 - 0483,2026-04-13 17:46:39,192.168.1.45,10.0.0.2,DoS / DDoS Attack,AI -Logistic Regression,1.0,High,File Server,P1 - Immediate,Open
TID-20260413 - 0484,2026-04-13 17:46:54,198.51.100.7,192.168.0.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9999,High,Authentication Server,P1 - Immediate,Open
TID-20260413 - 0485,2026-04-13 17:46:55,192.168.1.10,192.168.0.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9994,High,Web Server,P1 - Immediate,Open
TID-20260413 - 0486,2026-04-13 17:46:57,203.0.113.42,172.16.1.1,Advanced Persistent Threat (APT),AI -Logistic Regression,0.9953,High,Authentication Server,P1 - Immediate,Open
TID-20260413 - 0487,2026-04-13 17:47:05,10.10.10.50,172.16.1.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9893,High,Network Gateway,P1 - Immediate,Open
TID-20260413 - 0488,2026-04-13 17:47:06,172.16.0.5,10.0.0.2,Probe / Network Sweep,AI -Logistic Regression,0.9931,High,Database Server,P1 - Immediate,Open
TID-20260413 - 0489,2026-04-13 17:47:08,172.16.0.5,172.16.1.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9994,High,Database Server,P1 - Immediate,Open
TID-20260413 - 0490,2026-04-13 17:47:09,192.0.2.200,10.0.0.1,Network Reconnaissance / Port Scan,AI -Logistic Regression,0.9999,High,Authentication Server,P1 - Immediate,Open
TID-20260413 - 0491,2026-04-13 17:47:17,172.16.0.5,172.16.1.1,Brute Force / Credential Attack,AI -Logistic Regression,1.0,High,Admin Workstation,P1 - Immediate,Open
TID-20260413 - 0492,2026-04-13 17:47:18,192.0.2.200,172.16.1.1,Brute Force / Credential Attack,AI -Logistic Regression,1.0,High,Admin Workstation,P1 - Immediate,Open
TID-20260413 - 0493,2026-04-13 17:47:20,172.16.0.5,192.168.0.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9999,High,Database Server,P1 - Immediate,Open
TID-20260413 - 0494,2026-04-13 17:47:26,172.31.255.1,10.0.0.2,Brute Force / Credential Attack,AI -Logistic Regression,0.9998,High,File Server,P1 - Immediate,Open
TID-20260413 - 0495,2026-04-13 17:47:32,192.168.2.101,10.0.0.5,Brute Force / Credential Attack,AI -Logistic Regression,1.0,High,Network Gateway,P1 - Immediate,Open
TID-20260413 - 0496,2026-04-13 17:47:41,192.168.1.45,10.0.0.2,Network Reconnaissance / Port Scan,AI -Logistic Regression,0.998,High,Database Server,P1 - Immediate,Open
TID-20260413 - 0497,2026-04-13 17:47:45,10.0.0.88,192.168.0.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9998,High,File Server,P1 - Immediate,Open
TID-20260413 - 0498,2026-04-13 17:47:47,198.51.100.7,10.0.0.2,DoS / DDoS Attack,AI -Logistic Regression,0.9999,High,Database Server,P1 - Immediate,Open
TID-20260413 - 0499,2026-04-13 17:47:50,10.0.0.88,192.168.0.1,DoS / DDoS Attack,AI -Logistic Regression,0.9792,High,Authentication Server,P1 - Immediate,Open
TID-20260413 - 0500,2026-04-13 17:47:51,203.0.113.42,10.0.0.2,Network Reconnaissance / Port Scan,AI -Logistic Regression,0.9985,High,Database Server,P1 - Immediate,Open
TID-20260413 - 0501,2026-04-13 17:47:53,192.168.1.45,192.168.0.1,Network Reconnaissance / Port Scan,AI -Logistic Regression,0.9998,High,Database Server,P1 - Immediate,Open
TID-20260413 - 0502,2026-04-13 17:47:54,192.168.1.45,10.0.0.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9999,High,Network Gateway,P1 - Immediate,Open
TID-20260413 - 0503,2026-04-13 17:47:56,192.168.2.101,10.0.0.2,Network Reconnaissance / Port Scan,AI -Logistic Regression,0.9415,High,Authentication Server,P1 - Immediate,Open
TID-20260413 - 0504,2026-04-13 17:47:59,172.16.0.5,10.0.0.5,Brute Force / Credential Attack,AI -Logistic Regression,0.9999,High,Authentication Server,P1 - Immediate,Open
TID-20260413 - 0505,2026-04-13 17:48:04,203.0.113.42,10.0.0.2,Brute Force / Credential Attack,AI -Logistic Regression,1.0,High,Authentication Server,P1 - Immediate,Open
TID-20260413 - 0506,2026-04-13 17:48:40,198.51.100.7,10.0.0.1,Network Reconnaissance / Port Scan,AI -Logistic Regression,0.9998,High,File Server,P1 - Immediate,Open
TID-20260413 - 0507,2026-04-13 17:48:50,10.10.10.50,10.0.0.5,Probe / Network Sweep,AI -Logistic Regression,0.9985,High,Network Gateway,P1 - Immediate,Open
TID-20260413 - 0508,2026-04-13 17:48:53,10.10.10.50,192.168.0.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9999,High,Database Server,P1 - Immediate,Open
TID-20260413 - 0509,2026-04-13 17:48:56,192.0.2.200,10.0.0.2,Brute Force / Credential Attack,AI -Logistic Regression,0.9996,High,Web Server,P1 - Immediate,Open
TID-20260413 - 0510,2026-04-13 17:48:58,192.168.2.101,10.0.0.2,Brute Force / Credential Attack,AI -Logistic Regression,0.9999,High,Database Server,P1 - Immediate,Open
TID-20260413 - 0511,2026-04-13 17:49:01,10.10.10.50,172.16.1.1,Network Reconnaissance / Port Scan,AI -Logistic Regression,0.9964,High,Authentication Server,P1 - Immediate,Open
TID-20260413 - 0512,2026-04-13 17:49:04,192.168.1.10,10.0.0.2,Brute Force / Credential Attack,AI -Logistic Regression,0.999,High,Admin Workstation,P1 - Immediate,Open
TID-20260413 - 0513,2026-04-13 17:49:07,198.51.100.7,172.16.1.1,Probe / Network Sweep,AI -Logistic Regression,0.995,High,Authentication Server,P1 - Immediate,Open
TID-20260413 - 0514,2026-04-13 17:49:09,172.31.255.1,10.0.0.1,Network Reconnaissance / Port Scan,AI -Logistic Regression,0.9994,High,Authentication Server,P1 - Immediate,Open
TID-20260413 - 0515,2026-04-13 17:49:15,203.0.113.42,10.0.0.5,Brute Force / Credential Attack,AI -Logistic Regression,1.0,High,Authentication Server,P1 - Immediate,Open
TID-20260413 - 0516,2026-04-13 17:49:21,192.0.2.200,10.0.0.2,Brute Force / Credential Attack,AI -Logistic Regression,0.9998,High,Web Server,P1 - Immediate,Open
TID-20260413 - 0517,2026-04-13 17:49:25,203.0.113.42,10.0.0.1,Brute Force / Credential Attack,AI -Logistic Regression,1.0,High,File Server,P1 - Immediate,Open
TID-20260413 - 0518,2026-04-13 17:49:27,172.31.255.1,10.0.0.2,Brute Force / Credential Attack,AI -Logistic Regression,0.9994,High,File Server,P1 - Immediate,Open
TID-20260413 - 0519,2026-04-13 17:49:28,203.0.113.42,10.0.0.2,Brute Force / Credential Attack,AI -Logistic Regression,0.9999,High,Network Gateway,P1 - Immediate,Open
TID-20260413 - 0520,2026-04-13 17:49:30,192.0.2.200,172.16.1.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9999,High,Admin Workstation,P1 - Immediate,Open
TID-20260413 - 0521,2026-04-13 17:49:34,203.0.113.42,192.168.0.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9988,High,Database Server,P1 - Immediate,Open
TID-20260413 - 0522,2026-04-13 17:49:36,172.31.255.1,192.168.0.1,DoS / DDoS Attack,AI -Logistic Regression,0.9997,High,File Server,P1 - Immediate,Open
TID-20260413 - 0523,2026-04-13 17:49:37,192.168.1.45,10.0.0.5,Brute Force / Credential Attack,AI -Logistic Regression,0.9999,High,File Server,P1 - Immediate,Open
TID-20260413 - 0524,2026-04-13 17:49:40,192.168.2.101,10.0.0.5,Brute Force / Credential Attack,AI -Logistic Regression,0.9999,High,Admin Workstation,P1 - Immediate,Open
TID-20260413 - 0525,2026-04-13 17:49:42,192.168.1.45,10.0.0.5,Brute Force / Credential Attack,AI -Logistic Regression,0.9988,High,Web Server,P1 - Immediate,Open
TID-20260413 - 0526,2026-04-13 17:49:43,192.168.1.45,192.168.0.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9995,High,Network Gateway,P1 - Immediate,Open
TID-20260413 - 0527,2026-04-13 17:49:45,203.0.113.42,10.0.0.5,Brute Force / Credential Attack,AI -Logistic Regression,0.9999,High,Database Server,P1 - Immediate,Open
TID-20260413 - 0528,2026-04-13 17:49:48,192.0.2.200,10.0.0.1,Brute Force / Credential Attack,AI -Logistic Regression,0.999,High,Network Gateway,P1 - Immediate,Open
TID-20260413 - 0529,2026-04-13 17:49:49,192.168.2.101,10.0.0.1,Network Reconnaissance / Port Scan,AI -Logistic Regression,0.9998,High,Admin Workstation,P1 - Immediate,Open
TID-20260413 - 0530,2026-04-13 17:50:00,10.10.10.50,192.168.0.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9996,High,Network Gateway,P1 - Immediate,Open
TID-20260413 - 0531,2026-04-13 17:50:04,203.0.113.42,172.16.1.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9995,High,Admin Workstation,P1 - Immediate,Open
TID-20260413 - 0532,2026-04-13 17:50:07,198.51.100.7,10.0.0.5,Brute Force / Credential Attack,AI -Logistic Regression,0.9999,High,Web Server,P1 - Immediate,Open
TID-20260413 - 0533,2026-04-13 17:50:09,203.0.113.42,192.168.0.1,Brute Force / Credential Attack,AI -Logistic Regression,1.0,High,Web Server,P1 - Immediate,Open
TID-20260413 - 0534,2026-04-13 17:50:18,10.0.0.88,172.16.1.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9996,High,Network Gateway,P1 - Immediate,Open
TID-20260413 - 0535,2026-04-13 17:50:30,172.16.0.5,10.0.0.5,Brute Force / Credential Attack,AI -Logistic Regression,1.0,High,File Server,P1 - Immediate,Open
TID-20260413 - 0536,2026-04-13 17:50:35,198.51.100.7,192.168.0.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9994,High,Admin Workstation,P1 - Immediate,Open
TID-20260413 - 0537,2026-04-13 17:50:39,192.168.1.10,172.16.1.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9981,High,Network Gateway,P1 - Immediate,Open
TID-20260413 - 0538,2026-04-13 17:50:41,203.0.113.42,10.0.0.2,Network Reconnaissance / Port Scan,AI -Logistic Regression,0.9976,High,Database Server,P1 - Immediate,Open
TID-20260413 - 0539,2026-04-13 17:50:42,192.168.1.10,10.0.0.2,Brute Force / Credential Attack,AI -Logistic Regression,0.9999,High,File Server,P1 - Immediate,Open
TID-20260413 - 0540,2026-04-13 17:50:44,172.16.0.5,172.16.1.1,Network Reconnaissance / Port Scan,AI -Logistic Regression,0.993,High,File Server,P1 - Immediate,Open
TID-20260413 - 0541,2026-04-13 17:50:48,203.0.113.42,10.0.0.1,Brute Force / Credential Attack,AI -Logistic Regression,1.0,High,File Server,P1 - Immediate,Open
TID-20260413 - 0542,2026-04-13 17:50:50,10.10.10.50,192.168.0.1,DoS / DDoS Attack,AI -Logistic Regression,0.999,High,Authentication Server,P1 - Immediate,Open
TID-20260413 - 0543,2026-04-13 17:50:51,192.168.2.101,10.0.0.5,Brute Force / Credential Attack,AI -Logistic Regression,1.0,High,File Server,P1 - Immediate,Open
TID-20260413 - 0544,2026-04-13 17:50:53,192.0.2.200,10.0.0.1,Network Reconnaissance / Port Scan,AI -Logistic Regression,0.9997,High,Network Gateway,P1 - Immediate,Open
TID-20260413 - 0545,2026-04-13 17:50:57,203.0.113.42,10.0.0.2,Network Reconnaissance / Port Scan,AI -Logistic Regression,0.9998,High,Admin Workstation,P1 - Immediate,Open
TID-20260413 - 0546,2026-04-13 17:51:00,172.31.255.1,10.0.0.5,DoS / DDoS Attack,AI -Logistic Regression,0.9999,High,Web Server,P1 - Immediate,Open
TID-20260413 - 0547,2026-04-13 17:51:02,203.0.113.42,172.16.1.1,Network Reconnaissance / Port Scan,AI -Logistic Regression,0.9992,High,Network Gateway,P1 - Immediate,Open
TID-20260413 - 0548,2026-04-13 17:51:05,198.51.100.7,172.16.1.1,Network Reconnaissance / Port Scan,AI -Logistic Regression,0.9995,High,File Server,P1 - Immediate,Open
TID-20260413 - 0549,2026-04-13 17:51:08,10.10.10.50,10.0.0.2,Brute Force / Credential Attack,AI -Logistic Regression,0.9999,High,Authentication Server,P1 - Immediate,Open
TID-20260413 - 0550,2026-04-13 17:51:11,10.10.10.50,192.168.0.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9865,High,Web Server,P1 - Immediate,Open
TID-20260413 - 0551,2026-04-13 17:51:16,198.51.100.7,192.168.0.1,Advanced Persistent Threat (APT),AI -Logistic Regression,0.958,High,Admin Workstation,P1 - Immediate,Open
TID-20260413 - 0552,2026-04-13 17:51:17,198.51.100.7,10.0.0.1,Advanced Persistent Threat (APT),AI -Logistic Regression,0.9985,High,Network Gateway,P1 - Immediate,Open
TID-20260413 - 0553,2026-04-13 17:51:19,198.51.100.7,10.0.0.1,Brute Force / Credential Attack,AI -Logistic Regression,0.999,High,Admin Workstation,P1 - Immediate,Open
TID-20260413 - 0554,2026-04-13 17:51:23,10.10.10.50,172.16.1.1,Advanced Persistent Threat (APT),AI -Logistic Regression,0.9986,High,Network Gateway,P1 - Immediate,Open
TID-20260413 - 0555,2026-04-13 17:51:31,172.16.0.5,10.0.0.2,Brute Force / Credential Attack,AI -Logistic Regression,0.9987,High,Web Server,P1 - Immediate,Open
TID-20260413 - 0556,2026-04-13 17:51:34,203.0.113.42,10.0.0.1,DoS / DDoS Attack,AI -Logistic Regression,0.999,High,Admin Workstation,P1 - Immediate,Open
TID-20260413 - 0557,2026-04-13 17:51:37,192.168.1.45,10.0.0.5,DoS / DDoS Attack,AI -Logistic Regression,0.9999,High,Authentication Server,P1 - Immediate,Open
TID-20260413 - 0558,2026-04-13 17:51:46,172.31.255.1,10.0.0.2,Brute Force / Credential Attack,AI -Logistic Regression,1.0,High,Web Server,P1 - Immediate,Open
TID-20260413 - 0559,2026-04-13 17:51:47,192.168.2.101,10.0.0.5,Advanced Persistent Threat (APT),AI -Logistic Regression,0.9942,High,Database Server,P1 - Immediate,Open
TID-20260413 - 0560,2026-04-13 17:51:49,192.168.1.10,10.0.0.5,Brute Force / Credential Attack,AI -Logistic Regression,1.0,High,Network Gateway,P1 - Immediate,Open
TID-20260413 - 0561,2026-04-13 17:51:52,10.0.0.88,10.0.0.2,Advanced Persistent Threat (APT),AI -Logistic Regression,0.9365,High,Web Server,P1 - Immediate,Open
TID-20260413 - 0562,2026-04-13 17:51:53,192.168.1.45,10.0.0.5,Brute Force / Credential Attack,AI -Logistic Regression,0.9999,High,Network Gateway,P1 - Immediate,Open
TID-20260413 - 0563,2026-04-13 17:51:58,192.0.2.200,10.0.0.5,Brute Force / Credential Attack,AI -Logistic Regression,1.0,High,Web Server,P1 - Immediate,Open
TID-20260413 - 0564,2026-04-13 17:52:05,192.168.1.45,172.16.1.1,Network Reconnaissance / Port Scan,AI -Logistic Regression,0.9999,High,Admin Workstation,P1 - Immediate,Open
TID-20260413 - 0565,2026-04-13 17:52:10,192.168.1.10,172.16.1.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9986,High,Authentication Server,P1 - Immediate,Open
TID-20260413 - 0566,2026-04-13 17:52:11,10.0.0.88,10.0.0.1,Brute Force / Credential Attack,AI -Logistic Regression,1.0,High,File Server,P1 - Immediate,Open
TID-20260413 - 0567,2026-04-13 17:52:22,198.51.100.7,192.168.0.1,DoS / DDoS Attack,AI -Logistic Regression,0.9984,High,Authentication Server,P1 - Immediate,Open
TID-20260413 - 0568,2026-04-13 17:52:27,10.0.0.88,192.168.0.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9988,High,Admin Workstation,P1 - Immediate,Open
TID-20260413 - 0569,2026-04-13 17:52:28,192.0.2.200,10.0.0.2,DoS / DDoS Attack,AI -Logistic Regression,0.9999,High,Web Server,P1 - Immediate,Open
TID-20260413 - 0570,2026-04-13 17:52:30,192.168.1.45,172.16.1.1,Network Reconnaissance / Port Scan,AI -Logistic Regression,0.9787,High,Database Server,P1 - Immediate,Open
TID-20260413 - 0571,2026-04-13 17:52:31,198.51.100.7,172.16.1.1,Probe / Network Sweep,AI -Logistic Regression,0.9979,High,Admin Workstation,P1 - Immediate,Open
TID-20260413 - 0572,2026-04-13 17:52:36,198.51.100.7,192.168.0.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9989,High,Network Gateway,P1 - Immediate,Open
TID-20260413 - 0573,2026-04-13 17:52:39,172.31.255.1,10.0.0.2,Brute Force / Credential Attack,AI -Logistic Regression,0.9998,High,Database Server,P1 - Immediate,Open
TID-20260413 - 0574,2026-04-13 17:52:43,192.0.2.200,192.168.0.1,DoS / DDoS Attack,AI -Logistic Regression,0.998,High,File Server,P1 - Immediate,Open
TID-20260413 - 0575,2026-04-13 17:52:48,192.0.2.200,10.0.0.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9996,High,Network Gateway,P1 - Immediate,Open
TID-20260413 - 0576,2026-04-13 17:52:49,172.31.255.1,10.0.0.5,Advanced Persistent Threat (APT),AI -Logistic Regression,0.9707,High,File Server,P1 - Immediate,Open
TID-20260413 - 0577,2026-04-13 17:52:52,198.51.100.7,172.16.1.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9996,High,Web Server,P1 - Immediate,Open
TID-20260413 - 0578,2026-04-13 17:52:54,192.168.1.45,10.0.0.2,DoS / DDoS Attack,AI -Logistic Regression,0.9998,High,Network Gateway,P1 - Immediate,Open
TID-20260413 - 0579,2026-04-13 17:52:57,192.168.1.10,10.0.0.1,Advanced Persistent Threat (APT),AI -Logistic Regression,0.9962,High,Authentication Server,P1 - Immediate,Open
TID-20260413 - 0580,2026-04-13 17:53:00,10.10.10.50,10.0.0.5,Network Reconnaissance / Port Scan,AI -Logistic Regression,0.9962,High,File Server,P1 - Immediate,Open
TID-20260413 - 0581,2026-04-13 17:53:01,192.168.2.101,172.16.1.1,Brute Force / Credential Attack,AI -Logistic Regression,1.0,High,Network Gateway,P1 - Immediate,Open
TID-20260413 - 0582,2026-04-13 17:53:03,172.16.0.5,192.168.0.1,Advanced Persistent Threat (APT),AI -Logistic Regression,0.9987,High,Database Server,P1 - Immediate,Open
TID-20260413 - 0583,2026-04-13 17:53:09,10.10.10.50,10.0.0.2,DoS / DDoS Attack,AI -Logistic Regression,0.9996,High,Database Server,P1 - Immediate,Open
TID-20260413 - 0584,2026-04-13 17:53:21,198.51.100.7,10.0.0.5,Brute Force / Credential Attack,AI -Logistic Regression,0.9995,High,Database Server,P1 - Immediate,Open
TID-20260413 - 0585,2026-04-13 17:53:24,203.0.113.42,10.0.0.2,Brute Force / Credential Attack,AI -Logistic Regression,0.9997,High,Authentication Server,P1 - Immediate,Open
TID-20260413 - 0586,2026-04-13 17:53:27,10.0.0.88,172.16.1.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9997,High,File Server,P1 - Immediate,Open
TID-20260413 - 0587,2026-04-13 17:53:33,10.0.0.88,10.0.0.2,Advanced Persistent Threat (APT),AI -Logistic Regression,0.9997,High,Web Server,P1 - Immediate,Open
TID-20260413 - 0588,2026-04-13 17:53:35,192.168.2.101,192.168.0.1,Brute Force / Credential Attack,AI -Logistic Regression,1.0,High,Admin Workstation,P1 - Immediate,Open
TID-20260413 - 0589,2026-04-13 17:53:45,172.16.0.5,172.16.1.1,DoS / DDoS Attack,AI -Logistic Regression,0.9995,High,File Server,P1 - Immediate,Open
TID-20260413 - 0590,2026-04-13 17:53:47,10.10.10.50,10.0.0.2,Network Reconnaissance / Port Scan,AI -Logistic Regression,0.9987,High,Authentication Server,P1 - Immediate,Open
TID-20260413 - 0591,2026-04-13 17:53:51,192.0.2.200,10.0.0.2,DoS / DDoS Attack,AI -Logistic Regression,1.0,High,Web Server,P1 - Immediate,Open
TID-20260413 - 0592,2026-04-13 17:53:53,192.168.1.45,10.0.0.2,Network Reconnaissance / Port Scan,AI -Logistic Regression,0.9996,High,Authentication Server,P1 - Immediate,Open
TID-20260413 - 0593,2026-04-13 17:53:59,203.0.113.42,10.0.0.1,Network Reconnaissance / Port Scan,AI -Logistic Regression,0.994,High,Authentication Server,P1 - Immediate,Open
TID-20260413 - 0594,2026-04-13 17:54:00,10.0.0.88,192.168.0.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9999,High,Database Server,P1 - Immediate,Open
TID-20260413 - 0595,2026-04-13 17:54:03,10.10.10.50,192.168.0.1,Brute Force / Credential Attack,AI -Logistic Regression,0.999,High,File Server,P1 - Immediate,Open
TID-20260413 - 0596,2026-04-13 17:54:08,192.168.2.101,192.168.0.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9998,High,Network Gateway,P1 - Immediate,Open
TID-20260413 - 0597,2026-04-13 17:54:11,10.0.0.88,10.0.0.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9999,High,Authentication Server,P1 - Immediate,Open
TID-20260413 - 0598,2026-04-13 17:54:13,172.16.0.5,10.0.0.5,Network Reconnaissance / Port Scan,AI -Logistic Regression,0.999,High,Network Gateway,P1 - Immediate,Open
TID-20260413 - 0599,2026-04-13 17:54:22,192.168.2.101,10.0.0.5,Network Reconnaissance / Port Scan,AI -Logistic Regression,0.9993,High,File Server,P1 - Immediate,Open
TID-20260413 - 0600,2026-04-13 17:54:26,172.16.0.5,10.0.0.5,Brute Force / Credential Attack,AI -Logistic Regression,0.9998,High,Authentication Server,P1 - Immediate,Open
TID-20260413 - 0601,2026-04-13 17:54:29,198.51.100.7,10.0.0.2,Brute Force / Credential Attack,AI -Logistic Regression,0.9981,High,Database Server,P1 - Immediate,Open
TID-20260413 - 0602,2026-04-13 17:54:35,192.0.2.200,10.0.0.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9999,High,Network Gateway,P1 - Immediate,Open
TID-20260413 - 0603,2026-04-13 17:54:37,198.51.100.7,10.0.0.5,DoS / DDoS Attack,AI -Logistic Regression,0.9989,High,Web Server,P1 - Immediate,Open
TID-20260413 - 0604,2026-04-13 17:54:38,198.51.100.7,172.16.1.1,DoS / DDoS Attack,AI -Logistic Regression,0.9996,High,Authentication Server,P1 - Immediate,Open
TID-20260413 - 0605,2026-04-13 17:54:44,192.168.1.10,10.0.0.5,Brute Force / Credential Attack,AI -Logistic Regression,0.9953,High,Network Gateway,P1 - Immediate,Open
TID-20260413 - 0606,2026-04-13 17:54:46,203.0.113.42,10.0.0.2,Network Reconnaissance / Port Scan,AI -Logistic Regression,0.9956,High,File Server,P1 - Immediate,Open
TID-20260413 - 0607,2026-04-13 17:54:47,192.168.1.10,172.16.1.1,Advanced Persistent Threat (APT),AI -Logistic Regression,0.9995,High,Web Server,P1 - Immediate,Open
TID-20260413 - 0608,2026-04-13 17:54:50,192.168.2.101,10.0.0.2,Advanced Persistent Threat (APT),AI -Logistic Regression,0.9081,High,File Server,P1 - Immediate,Open
TID-20260413 - 0609,2026-04-13 17:54:52,203.0.113.42,10.0.0.2,Probe / Network Sweep,AI -Logistic Regression,0.9923,High,Network Gateway,P1 - Immediate,Open
TID-20260413 - 0610,2026-04-13 17:54:54,172.16.0.5,172.16.1.1,Brute Force / Credential Attack,AI -Logistic Regression,1.0,High,Authentication Server,P1 - Immediate,Open
TID-20260413 - 0611,2026-04-13 17:54:55,192.0.2.200,10.0.0.1,Advanced Persistent Threat (APT),AI -Logistic Regression,0.9984,High,Admin Workstation,P1 - Immediate,Open
TID-20260413 - 0612,2026-04-13 17:55:03,192.0.2.200,10.0.0.2,DoS / DDoS Attack,AI -Logistic Regression,0.999,High,Authentication Server,P1 - Immediate,Open
TID-20260413 - 0613,2026-04-13 17:55:04,192.168.1.45,10.0.0.2,Brute Force / Credential Attack,AI -Logistic Regression,0.9996,High,Admin Workstation,P1 - Immediate,Open
TID-20260413 - 0614,2026-04-13 17:55:07,172.31.255.1,172.16.1.1,Probe / Network Sweep,AI -Logistic Regression,0.9951,High,Admin Workstation,P1 - Immediate,Open
TID-20260413 - 0615,2026-04-13 17:55:09,203.0.113.42,192.168.0.1,Probe / Network Sweep,AI -Logistic Regression,0.9975,High,Database Server,P1 - Immediate,Open
TID-20260413 - 0616,2026-04-13 17:55:10,192.168.1.45,10.0.0.2,Brute Force / Credential Attack,AI -Logistic Regression,0.9995,High,Database Server,P1 - Immediate,Open
TID-20260413 - 0617,2026-04-13 17:55:15,203.0.113.42,10.0.0.1,Brute Force / Credential Attack,AI -Logistic Regression,1.0,High,File Server,P1 - Immediate,Open
